"","gene_symbol","pval","padj","log2fc"
"89","PRKCZ-AS1",0.707035193810383,0.999988108847249,-0.620842103745388
"90","FAAP20",0.649335938535813,0.999988108847249,0.0568138914727787
"91","AL590822.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"92","SKI",0.0185734655303433,0.192973013307513,-0.439169179198018
"93","MORN1",0.762505317988826,0.999988108847249,0.313038666689875
"94","RER1",0.00147247208137172,0.0250806341620339,0.244573452488538
"95","PEX10",0.280042597069396,0.999988108847249,-0.264646852933116
"96","PLCH2",0.29561753324262,0.999988108847249,Inf
"97","AL139246.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"98","AL139246.4",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"99","PANK4",0.604678135553009,0.999988108847249,0.152147671953838
"100","HES5",0.999817420633932,0.999988108847249,15.8628140823177
"101","AL139246.5",0.00163220589426702,0.0270604117342744,-0.804466211504592
"102","TNFRSF14-AS1",0.839235360298493,0.999988108847249,-0.322156213118268
"103","TNFRSF14",0.110444391142082,0.660264525868651,0.304552254476318
"104","AL139246.3",0.0209423257515949,0.207125839297254,-4.59766779387771
"105","FAM213B",0.622969539397402,0.999988108847249,0.188356495828709
"106","MMEL1",0.512318876129972,0.999988108847249,Inf
"107","AL831784.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"108","TTC34",0.282074739412154,0.999988108847249,-2.11971331193532
"109","AC242022.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"110","AL592464.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"111","AL592464.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"112","AL589702.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"113","ACTRT2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"114","LINC00982",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"115","PRDM16",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"116","AL008733.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"117","AL590438.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"118","ARHGEF16",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"119","AL512413.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"120","MEGF6",0.846182481397361,0.999988108847249,-0.214859607825121
"121","AL513320.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"122","TPRG1L",0.345133420285935,0.999988108847249,0.281096354526007
"123","WRAP73",0.0000640724264767103,0.00161204879157983,0.672432229071033
"124","TP73",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"125","AL136528.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"126","AL136528.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"127","CCDC27",0.999817406891573,0.999988108847249,15.8628211294102
"128","SMIM1",0.00868089377905264,0.106177905018916,-1.86601290470915
"129","LRRC47",0.589990421078079,0.999988108847249,0.0750082996311895
"130","AL365330.1",0.579426369996194,0.999988108847249,Inf
"131","CEP104",0.55359527647766,0.999988108847249,-0.0974075261537895
"132","DFFB",0.895805660394518,0.999988108847249,-0.0763958431000931
"133","C1orf174",0.00972481996487212,0.116161243098398,0.343194562284256
"134","LINC01134",0.28305636259688,0.999988108847249,-2.11320658347133
"135","LINC01346",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"136","LINC01345",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"137","AL805961.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"138","AL805961.2",0.645931797549669,0.999988108847249,Inf
"139","LINC01777",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"140","AL355602.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"141","Z98747.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"142","LINC01646",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"143","AJAP1",0.999865613817389,0.999988108847249,4.25735849851072
"144","BX005132.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"145","BX005132.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"146","AL691497.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"147","AL139823.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"148","Z98259.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"149","Z98259.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"150","Z98259.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"151","AL365255.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"152","NPHP4",0.347337854747509,0.999988108847249,0.328212053476042
"153","KCNAB2",0.000720672752547769,0.0137798875569824,0.382412764266739
"154","CHD5",0.0187160443079622,0.194024165002173,-4.17280572355065
"155","RPL22",0.00490498115340626,0.0673641514835951,-0.0488164489303732
"156","AL031847.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"157","RNF207",0.0784636325549432,0.525461922649298,2.06373626139836
"158","ICMT",0.222086213817227,0.999988108847249,0.241600414612399
"159","LINC00337",0.999780795643002,0.999988108847249,16.9023109621503
"160","HES3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"161","GPR153",0.144203049036745,0.775167907281235,Inf
"162","ACOT7",0.00948812967145907,0.114285022193624,0.708154487941295
"163","AL031848.2",0.537875486829312,0.999988108847249,0.841491388214872
"164","HES2",0.253817927095706,0.999988108847249,Inf
"165","ESPN",0.00599897417941181,0.0792100771768162,-2.03399803502636
"166","AL031848.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"167","TNFRSF25",0.0538456351978863,0.404360706060616,0.110850095040167
"168","PLEKHG5",0.704386219078756,0.999988108847249,0.539713006418404
"169","NOL9",0.041312245270541,0.334368012512453,-0.190759885656834
"170","TAS1R1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"171","ZBTB48",0.221096349704976,0.999988108847249,0.39043301244826
"172","KLHL21",0.319769955678125,0.999988108847249,-0.170995981745281
"173","PHF13",0.0279666347974534,0.250921615258692,0.909896229201348
"174","THAP3",0.571666790389527,0.999988108847249,0.163837055445019
"175","DNAJC11",0.266017994275416,0.999988108847249,0.140825052709037
"176","LINC01672",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"177","AL591163.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"178","CAMTA1-DT",0.00404664674500116,0.0573716078505544,-2.3859737053009
"179","CAMTA1",0.746023401460896,0.999988108847249,0.0202621869577369
"180","AL512330.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"181","Z97987.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"182","AL365194.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"183","AL359881.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"184","AL359881.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"185","AL359881.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"186","VAMP3",0.556994214363753,0.999988108847249,-0.0952024655721859
"187","PER3",0.00000496663519322653,0.000157439519007969,-1.07813691495649
"188","Z98884.1",0.941778967560158,0.999988108847249,-0.112910388958492
"189","UTS2",0.00000272951319241474,0.0000918178670483506,-4.04214470572328
"190","TNFRSF9",0.00000000000000000000000000000000000000200531782414553,0.000000000000000000000000000000000000628545319497129,-0.82354186969405
"191","PARK7",0.00183528877134124,0.0298505891431826,-0.0934872979370905
"192","AL034417.4",0.148196015914308,0.789277824479638,-0.830991009858797
"193","AL034417.3",0.199130420264123,0.945820143721589,-1.1245635176644
"194","ERRFI1",0.0178271101375955,0.186956103750681,-0.550611136698864
"195","AL034417.2",0.999817405907246,0.999988108847249,15.8628069173174
"196","LINC01714",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"197","AL358876.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"198","SLC45A1",0.99982530766326,0.999988108847249,16.5826496566283
"199","RERE",0.136885555467401,0.75608167459156,0.315124486632278
"200","AL096855.1",0.520682940520871,0.999988108847249,Inf
"201","AL357552.2",0.645922855854467,0.999988108847249,Inf
"202","ENO1",0.0506123788498667,0.387101017529493,-0.0349102233199547
"203","ENO1-AS1",0.708540394448947,0.999988108847249,-0.155909739241783
"204","CA6",0.119310404069687,0.694211022152872,-2.19505955105559
"205","SLC2A7",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"206","SLC2A5",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"207","GPR157",0.184006994078105,0.902226106343784,-1.52759448564622
"208","MIR34AHG",0.0529295535279075,0.400033738130723,-8.16535890944859
"209","LINC01759",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"210","H6PD",0.901338944880402,0.999988108847249,0.0719825567992653
"211","SPSB1",0.956003916295439,0.999988108847249,-0.0599622724366489
"212","BX323043.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"213","AL928921.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"214","AL928921.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"215","SLC25A33",0.840800385592242,0.999988108847249,0.0153107718470788
"216","TMEM201",0.931145771932196,0.999988108847249,-0.0139524759906059
"217","PIK3CD",0.220844657919193,0.999988108847249,-0.30028354675034
"218","PIK3CD-AS1",0.999828840097289,0.999988108847249,16.5826553241024
"219","PIK3CD-AS2",0.637474462377813,0.999988108847249,-0.792704118699306
"220","CLSTN1",0.0200834677351919,0.201785062081336,-0.462824321926856
"221","CTNNBIP1",0.825108495635385,0.999988108847249,0.189842658704555
"222","AL357140.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"223","LZIC",0.498737740597636,0.999988108847249,0.0859848911009542
"224","NMNAT1",0.258101188507487,0.999988108847249,0.9076479915573
"225","RBP7",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"226","UBE4B",0.0606706019629074,0.441286195756233,-0.703193198224201
"227","KIF1B",0.549813793983527,0.999988108847249,0.126263850769538
"228","AL139424.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"229","AL139424.2",0.324535250084568,0.999988108847249,Inf
"230","PGD",0.111121939319885,0.662361442421033,0.168684766466071
"231","AL139424.1",0.645924990548897,0.999988108847249,Inf
"232","CENPS-CORT",0.54731889014978,0.999988108847249,-0.713169338805622
"233","CENPS",0.000202625981944172,0.00448559087950075,-1.79230577103268
"234","CORT",0.0222059820640943,0.211996648581155,-4.23339758397668
"235","DFFA",0.539734659573308,0.999988108847249,0.0686914830063707
"236","AL354956.1",0.29561753324278,0.999988108847249,Inf
"237","PEX14",0.857568447134653,0.999988108847249,-0.0429679663238614
"238","CASZ1",0.409096121063727,0.999988108847249,0.678342048291294
"239","AL139423.1",0.999865999125808,0.999988108847249,4.25735803659342
"240","C1orf127",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"241","TARDBP",0.0000913494255890514,0.00221524008344585,-0.480491458147449
"242","AL109811.4",0.662359322697308,0.999988108847249,Inf
"243","MASP2",0.347202341734546,0.999988108847249,-1.89721247087416
"244","AL109811.3",0.913553198840982,0.999988108847249,0.115326969244192
"245","SRM",0.00000000000000000710144914582862,0.000000000000000760921410392333,-0.252188806531404
"246","EXOSC10",0.0440801515567495,0.349907721398879,0.265226016454588
"247","AL109811.1",0.999817360845685,0.999988108847249,16.5826232300444
"248","AL109811.2",0.57941277700952,0.999988108847249,Inf
"249","MTOR",0.565651468994846,0.999988108847249,0.104465611851658
"250","MTOR-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"251","ANGPTL7",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"252","UBIAD1",0.0703360673315462,0.487785571994499,-0.180998844784969
"253","AL031291.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"254","DISP3",0.999872994139399,0.999988108847249,15.8628141333124
"255","LINC01647",0.660674192150786,0.999988108847249,Inf
"256","AL031731.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"257","FBXO2",0.226945215805496,0.999988108847249,-1.23821570608628
"258","FBXO44",0.65147599330452,0.999988108847249,0.252919211151813
"259","FBXO6",0.275509198180284,0.999988108847249,-0.423888099068091
"260","MAD2L2",0.0607536839548853,0.441507486994354,0.375904044344387
"261","DRAXIN",0.202518953722882,0.953369950821923,Inf
"262","AGTRAP",0.121975076729752,0.703854116201383,-2.17220439354176
"263","C1orf167",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"264","AL953897.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"265","MTHFR",0.125541786948368,0.715327973271215,-0.589446168601958
"266","CLCN6",0.80487244735433,0.999988108847249,-0.0973181228725149
"267","NPPA-AS1",0.417387235798733,0.999988108847249,Inf
"268","NPPA",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"269","NPPB",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"270","KIAA2013",0.241880989994777,0.999988108847249,0.299515565977637
"271","PLOD1",0.728294343997415,0.999988108847249,0.212816765384216
"272","MFN2",0.652158258665726,0.999988108847249,-0.0693430431593301
"273","MIIP",0.0000479193487370313,0.00124101862389386,0.821480882419411
"274","TNFRSF8",0.181276888824587,0.893280090713929,1.0702297530179
"275","TNFRSF1B",0.00000000000000000000000339885215874553,0.000000000000000000000518139562272762,-0.580200883796117
"276","VPS13D",0.746720152737888,0.999988108847249,-0.0557343026153194
"277","AC243836.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"278","DHRS3",0.182570230914153,0.897148777201301,-0.182086987545318
"279","AC254633.1",0.651881351749827,0.999988108847249,-0.421957335094696
"280","AADACL4",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"281","AADACL3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"282","C1orf158",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"283","PRAMEF12",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"284","PRAMEF1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"285","LINC01784",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"286","PRAMEF11",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"287","HNRNPCL1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"288","PRAMEF2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"289","PRAMEF4",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"290","PRAMEF10",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"291","PRAMEF7",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"292","PRAMEF6",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"293","PRAMEF27",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"294","HNRNPCL3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"295","PRAMEF25",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"296","HNRNPCL2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"297","AC245056.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"298","PRAMEF26",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"299","HNRNPCL4",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"300","PRAMEF9",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"301","PRAMEF13",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"302","PRAMEF18",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"303","PRAMEF5",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"304","PRAMEF8",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"305","PRAMEF33",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"306","PRAMEF15",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"307","AC243961.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"308","PRAMEF14",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"309","PRAMEF19",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"310","PRAMEF17",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"311","PRAMEF20",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"312","LRRC38",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"313","AL354712.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"314","PDPN",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"315","AL359771.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"316","PRDM2",0.956224057196117,0.999988108847249,0.00664050196567072
"317","KAZN",0.846669946580004,0.999988108847249,0.2034249040376
"318","AL357873.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"319","KAZN-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"320","TMEM51-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"321","TMEM51",0.99939669592068,0.999988108847249,18.5401879030933
"322","C1orf195",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"323","FHAD1",0.257528751429024,0.999988108847249,Inf
"324","AL031283.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"325","AL031283.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"326","AL031283.1",0.0682563615641469,0.477591175682923,-5.7989447363055
"327","EFHD2",0.0000000000000232040979153281,0.00000000000198525264256193,-0.642155194562107
"328","CTRC",0.0216772566512564,0.208372551897347,-Inf
"329","CELA2A",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"330","CELA2B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"331","CASP9",0.698845004531952,0.999988108847249,0.285373344916379
"332","DNAJC16",0.402676111767394,0.999988108847249,-0.212048228667955
"333","AL121992.3",0.1243032597978,0.711074496761599,Inf
"334","AGMAT",0.767059051661217,0.999988108847249,0.0555379541521235
"335","AL121992.1",0.367522862796229,0.999988108847249,Inf
"336","DDI2",0.549128370086574,0.999988108847249,-0.0895896692329357
"337","RSC1A1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"338","AL121992.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"339","PLEKHM2",0.163865321792269,0.833821144328496,-0.267295588038104
"340","AL450998.3",0.999855803705039,0.999988108847249,15.8628139172175
"341","SLC25A34",0.156617441121363,0.814826331456143,-1.53686643603798
"342","SLC25A34-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"343","TMEM82",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"344","FBLIM1",0.730345566879574,0.999988108847249,-0.56437981223435
"345","UQCRHL",0.557705687126973,0.999988108847249,0.214507671245228
"346","AL450998.2",0.00169845140422735,0.0280604252192005,-0.917402097328751
"347","SPEN",0.629152753660285,0.999988108847249,0.0292801974416159
"348","ZBTB17",0.482527438697133,0.999988108847249,0.241111056070162
"349","SRARP",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"350","AL355994.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"351","HSPB7",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"352","CLCNKA",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"353","CLCNKB",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"354","FAM131C",0.329407476771138,0.999988108847249,Inf
"355","EPHA2",0.555469167879684,0.999988108847249,Inf
"356","AL451042.2",0.999817358047782,0.999988108847249,16.5825863136979
"357","AL451042.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"358","ARHGEF19-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"359","ARHGEF19",0.37754081626753,0.999988108847249,0.257295450884822
"360","CPLANE2",0.787033592000796,0.999988108847249,0.392212774635862
"361","FBXO42",0.677956594182213,0.999988108847249,-0.106532466248967
"362","SZRD1",0.949688112252089,0.999988108847249,0.00465056078078491
"363","SPATA21",0.575598530593372,0.999988108847249,0.773216642737014
"364","NECAP2",0.270305777289097,0.999988108847249,0.182767493887331
"365","LINC01772",0.363682739122563,0.999988108847249,Inf
"366","AL137802.2",0.733649287416711,0.999988108847249,-0.55651529815296
"367","AL137802.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"368","LINC01783",0.999638553152686,0.999988108847249,17.0051899456216
"369","NBPF1",0.104734667354822,0.637031424328256,-1.34831004013431
"370","AL137798.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"371","AL137798.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"372","AL021920.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"373","AL021920.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"374","CROCC",0.918657524222154,0.999988108847249,-0.057342422663672
"375","BX284668.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"376","BX284668.2",0.999849426862797,0.999988108847249,15.8628347148564
"377","BX284668.5",0.000059845230788876,0.00151707433877349,-2.80599740027844
"378","BX284668.6",0.260848361445569,0.999988108847249,-0.851975060135606
"379","MFAP2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"380","AL049569.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"381","ATP13A2",0.227387688728548,0.999988108847249,0.272809297006729
"382","SDHB",0.356785639650074,0.999988108847249,0.0685983073614911
"383","PADI2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"384","AL590644.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
