"","gene_symbol","pval","padj","log2fc"
"4350","IL36A",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4351","IL36B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4352","IL36RN",0.999748460709905,0.999988108847249,5.49988647312919
"4353","IL1F10",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4354","IL1RN",0.196894942050889,0.939364793391145,Inf
"4355","PSD4",0.815004915583418,0.999988108847249,-0.0455339828103485
"4356","AC016683.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4357","PAX8",0.196924732688531,0.939364793391145,Inf
"4358","IGKV1OR2-108",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4359","AC016745.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4360","AC016745.2",0.999862069103851,0.999988108847249,4.2573637856243
"4361","CBWD2",0.00905999010094742,0.110068999597997,-0.230641184998221
"4362","FOXD4L1",0.417387235798602,0.999988108847249,Inf
"4363","LINC01961",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4364","PGM5P4-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4365","FAM138B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4366","RABL2A",0.915329144052277,0.999988108847249,-0.0642166520683351
"4367","AC017074.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4368","AC017074.1",0.999698914744418,0.999988108847249,15.9650019175871
"4369","SLC35F5",0.146341443904205,0.783038918767053,0.483136515666937
"4370","AC104653.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4371","AC104653.1",0.823673554775286,0.999988108847249,-0.358064376430556
"4372","AC110769.2",0.209131429094038,0.971851166545078,-1.66709989294076
"4373","ACTR3",0.0346330130157776,0.293461847024545,-0.121658232531538
"4374","LINC01191",0.536031927995752,0.999988108847249,Inf
"4375","AC110769.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4376","AC010982.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4377","DPP10",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4378","DPP10-AS3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4379","DPP10-AS2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4380","DPP10-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4381","AC009312.1",0.999817406334396,0.999988108847249,15.862812307533
"4382","DDX18",0.0000000000000423846395148557,0.00000000000356264671691536,-0.240669194629286
"4383","AC009404.1",0.976787565965469,0.999988108847249,0.0222217363264388
"4384","CCDC93",0.118252676146734,0.690332158852768,-0.340923620525002
"4385","AC009303.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4386","AC009303.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4387","INSIG2",0.095713633531476,0.601682647158357,-0.720915471645904
"4388","AC093901.1",0.140877117972417,0.765518804129206,-3.40852648388512
"4389","LINC01956",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4390","EN1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4391","MARCO",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4392","AC013457.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4393","C1QL2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4394","STEAP3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4395","STEAP3-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4396","C2orf76",0.79143780944437,0.999988108847249,0.0537246374183279
"4397","DBI",0.253288272092621,0.999988108847249,0.069280269697194
"4398","TMEM37",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4399","SCTR",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4400","AC013275.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4401","CFAP221",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4402","TMEM177",0.0247766810608903,0.229610480635573,-0.562449257803011
"4403","PTPN4",0.0000381847897987509,0.00101236480653795,-1.02533779513947
"4404","EPB41L5",0.142222495286532,0.769083851486572,-0.979373927930808
"4405","AC012363.1",0.999780795545025,0.999988108847249,16.9023109044243
"4406","TMEM185B",0.00000257996389015122,0.0000874892102607601,-0.601606280949929
"4407","RALB",0.0378316634581981,0.312669773819652,1.5076594507182
"4408","AC012363.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4409","INHBB",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4410","AC073257.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4411","AC073257.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4412","AC018866.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4413","GLI2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4414","AC017033.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4415","AC067960.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4416","AC079988.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4417","TFCP2L1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4418","CLASP1",0.647892872664921,0.999988108847249,0.176103485803869
"4419","AC012447.1",0.137501039905316,0.757475341055269,-3.82373333070104
"4420","NIFK-AS1",0.960403220240376,0.999988108847249,0.0212651193232595
"4421","NIFK",0.574347309229928,0.999988108847249,0.0227510843781193
"4422","TSN",0.955671226040542,0.999988108847249,-0.00552161387289761
"4423","LINC01823",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4424","AC062020.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4425","LINC01826",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4426","AC073409.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4427","AC079154.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4428","CNTNAP5",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4429","LINC01889",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4430","LINC01941",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4431","AC023347.1",0.666974530814905,0.999988108847249,Inf
"4432","GYPC",0.0000000000000000000000000000724426545677713,0.0000000000000000000000000147247378720843,0.763771835619303
"4433","TEX51",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4434","AC012508.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4435","AC012508.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4436","BIN1",0.0195529261348168,0.200785681784901,-0.876409223837532
"4437","CYP27C1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4438","ERCC3",0.161731400481257,0.827564774645086,0.209775396063726
"4439","MAP3K2",0.216135626135045,0.995225577475589,-0.161999404543313
"4440","AC068282.1",0.999851939849591,0.999988108847249,15.8628362611853
"4441","PROC",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4442","IWS1",0.235855278757702,0.999988108847249,-0.122639586728446
"4443","AC010976.1",0.520682931439209,0.999988108847249,Inf
"4444","MYO7B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4445","AC010976.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4446","LIMS2",0.761703320587902,0.999988108847249,0.437082497013874
"4447","GPR17",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4448","WDR33",0.383369545102552,0.999988108847249,0.077236061954368
"4449","SFT2D3",0.105464215179704,0.639959987099135,-0.546699128918847
"4450","POLR2D",0.913766446337207,0.999988108847249,-0.0101498889357222
"4451","AMMECR1L",0.864329488144798,0.999988108847249,-0.02949349153034
"4452","AC012306.2",0.0040512694116597,0.0574023969278593,-1.49133086159263
"4453","SAP130",0.271504419533801,0.999988108847249,0.411398042849284
"4454","UGGT1",0.185800838022181,0.908100918914008,0.207875684434052
"4455","HS6ST1",0.000277089000463452,0.00589658051874572,0.775991335674456
"4456","AC012451.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4457","AC068483.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4458","LINC01854",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4459","LINC02572",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4460","LINC01856",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4461","RAB6C",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4462","POTEF",0.350070007934248,0.999988108847249,Inf
"4463","AC018865.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4464","CCDC74B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4465","SMPD4",0.236660509354164,0.999988108847249,-0.147862948729585
"4466","MZT2B",0.00000000000000000000000000000000000000449110818391142,0.0000000000000000000000000000000000013862257335047,-0.676195314088914
"4467","TUBA3E",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4468","CCDC115",0.957173495648447,0.999988108847249,0.0118946393407792
"4469","IMP4",0.229582604371668,0.999988108847249,-0.059039226315119
"4470","PTPN18",0.248280104336588,0.999988108847249,-0.357696890924456
"4471","POTEI",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4472","AC013269.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4473","CFC1B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4474","AC013269.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4475","PRSS40B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4476","PRSS40A",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4477","AC140481.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4478","CFC1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4479","POTEJ",0.999817397580109,0.999988108847249,15.8628123104363
"4480","GPR148",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4481","AC140481.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4482","AMER3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4483","AC133785.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4484","ARHGEF4",0.141617744607483,0.767121188236275,-3.38903355606355
"4485","AC009477.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4486","FAM168B",0.708687935976971,0.999988108847249,-0.0458923465453702
"4487","PLEKHB2",0.223655318296727,0.999988108847249,-0.121908368711252
"4488","POTEE",0.831086482058725,0.999988108847249,-0.339645614834241
"4489","RAB6D",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4490","AC073869.5",0.999817403344231,0.999988108847249,15.8627806142476
"4491","LINC01120",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4492","AC073869.3",0.999780795900838,0.999988108847249,16.902311073533
"4493","MZT2A",0.000000000143559874093889,0.00000000880203118347506,0.50467687090354
"4494","TUBA3D",0.00149053306355228,0.0252521420328699,-Inf
"4495","CCDC74A",0.402781527634832,0.999988108847249,Inf
"4496","LINC01087",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4497","C2orf27B",0.99986812646397,0.999988108847249,4.25735619929074
"4498","AC103564.1",0.999833587913319,0.999988108847249,15.8628248570014
"4499","AJ239322.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4500","AJ239322.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4501","LINC01945",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4502","ANKRD30BL",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4503","AC097532.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4504","AC097532.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4505","GPR39",0.645922830989496,0.999988108847249,Inf
"4506","LYPD1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4507","AC010974.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4508","NCKAP5",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4509","AC016909.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4510","AC010890.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4511","AC011243.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4512","MGAT5",0.704906551279904,0.999988108847249,0.03357285117643
"4513","TMEM163",0.524267617940888,0.999988108847249,-1.11357255213989
"4514","CCNT2-AS1",0.998313246987293,0.999988108847249,-0.00186643537332154
"4515","ACMSD",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4516","CCNT2",0.176698327780447,0.877551979431459,0.228542926306458
"4517","MAP3K19",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4518","RAB3GAP1",0.133989938388444,0.74630090128038,0.167258338426811
"4519","ZRANB3",0.326883061303069,0.999988108847249,-0.511384263729686
"4520","R3HDM1",0.000125561423817311,0.00294275264289656,0.575928322271665
"4521","UBXN4",0.279380125546199,0.999988108847249,-0.0870482785130489
"4522","LCT",0.0202496717566168,0.201785062081336,-Inf
"4523","AC011893.1",0.160275324323746,0.823676651420439,-1.48832126595913
"4524","MCM6",0.971486358020612,0.999988108847249,0.00715688718131119
"4525","DARS",0.00000470774685398822,0.000150084043715834,-0.348253595520026
"4526","DARS-AS1",0.567713489759092,0.999988108847249,0.376496911690134
"4527","AC068492.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4528","CXCR4",0.183362441009555,0.900118493351649,-0.447321356294603
"4529","THSD7B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4530","HNMT",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4531","LINC01832",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4532","AC114763.1",0.026514518502605,0.241187856992457,-2.70140148136699
"4533","AC114763.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4534","SPOPL",0.240210746084438,0.999988108847249,0.388947637856776
"4535","AC092620.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4536","AC092620.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4537","NXPH2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4538","AC062021.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4539","AC016710.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4540","AC078851.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4541","LINC01853",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4542","LRP1B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4543","KYNU",0.999817403314486,0.999988108847249,15.8628121519768
"4544","ARHGAP15",0.187581514824815,0.912019258363967,-0.218742858089217
"4545","AC013437.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4546","AC096558.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4547","AC096558.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4548","AC079793.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4549","AC092652.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4550","AC092652.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4551","AC079584.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4552","AC079584.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4553","AC016910.1",0.455570598547507,0.999988108847249,Inf
"4554","GTDC1",0.0728419075342817,0.49989783071393,0.302401642918241
"4555","ZEB2",0.0000000000000000000000000000000000000000369934672851622,0.0000000000000000000000000000000000000126600704674466,1.75738062128428
"4556","AC009951.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4557","ZEB2-AS1",0.24186549926004,0.999988108847249,Inf
"4558","LINC01412",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4559","TEX41",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4560","AC023128.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4561","LINC01966",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4562","AC096666.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4563","AC092484.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4564","AC079163.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4565","AC062031.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4566","LINC01911",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4567","AC062032.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4568","ACVR2A",0.299530771543725,0.999988108847249,-0.541997466429663
"4569","AC009480.1",0.0216772566512563,0.208372551897347,-Inf
"4570","ORC4",0.32264721022478,0.999988108847249,0.238348240195537
"4571","MBD5",0.35666015362754,0.999988108847249,-0.27219832065875
"4572","EPC2",0.00036193644224696,0.00748952140936639,-0.748519532279509
"4573","AC105402.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4574","KIF5C",0.000000000064601876806995,0.0000000040802594055612,-2.93762547646653
"4575","LYPD6B",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4576","LYPD6",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4577","MMADHC",0.211708165272071,0.980429224923322,-0.0917876543896184
"4578","AC007364.1",0.601662870911336,0.999988108847249,-1.11479811576475
"4579","LINC01931",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4580","LINC01818",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4581","LINC01817",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4582","RND3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4583","LINC01920",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4584","AC104777.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4585","AC104777.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4586","AC104777.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4587","AC023469.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4588","AC023469.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4589","AC018731.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4590","RBM43",0.938319492512271,0.999988108847249,-0.119758820472442
"4591","NMI",0.0000140563300111929,0.000408439625925895,0.625452288621062
"4592","TNFAIP6",0.999848224432,0.999988108847249,15.862833975544
"4593","RIF1",0.114877844511896,0.67782778839549,0.123341001823033
"4594","NEB",0.350035451181158,0.999988108847249,Inf
"4595","ARL5A",0.000674947836429164,0.0130394012316597,-0.223204215176858
"4596","AC068547.1",0.999698914526637,0.999988108847249,15.9650017424966
"4597","CACNB4",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4598","AC079790.1",0.999857620176861,0.999988108847249,15.8628398633059
"4599","STAM2",0.173220927700595,0.864120701059433,-0.340710431458019
"4600","FMNL2",0.887798241388233,0.999988108847249,0.209314081092167
"4601","PRPF40A",0.866851933005083,0.999988108847249,-0.0089612303284753
"4602","ARL6IP6",0.592106329886983,0.999988108847249,0.141928116991137
"4603","AC079150.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4604","LINC01850",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4605","RPRM",0.645922967575737,0.999988108847249,Inf
"4606","GALNT13",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4607","AC009227.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4608","AC009227.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4609","AC061961.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4610","KCNJ3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4611","AC092625.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4612","LINC01876",0.524613905222658,0.999988108847249,-1.11245530614129
"4613","AC074099.1",0.0216772566512559,0.208372551897347,-Inf
"4614","NR4A2",0.379843234076166,0.999988108847249,-0.0431501224470865
"4615","GPD2",0.0753807185946994,0.511350837424965,0.416631436737661
"4616","LINC01958",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4617","GALNT5",0.99985667949042,0.999988108847249,15.8628392690116
"4618","ERMN",0.290172058037614,0.999988108847249,-1.34677032443619
"4619","CYTIP",0.00000000000000000000000000000000246919446930745,0.000000000000000000000000000000595768662673621,-1.40372018876407
"4620","ACVR1C",0.000247246219679617,0.00534265323971367,-5.1722970475654
"4621","AC019186.1",0.999817352150558,0.999988108847249,16.5825959706889
"4622","ACVR1",0.00383988194645195,0.0548942714066946,-0.750140670403301
"4623","UPP2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4624","AC013731.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4625","AC091488.1",0.999842441204691,0.999988108847249,16.5826748013543
"4626","CCDC148-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4627","CCDC148",0.999865863715553,0.999988108847249,15.8628451110268
"4628","PKP4",0.47759542157804,0.999988108847249,-0.235095629848784
"4629","PKP4-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4630","AC005042.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4631","DAPL1",0.0000000000124558387923219,0.000000000838843215696568,-0.844419639066632
"4632","TANC1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4633","WDSUB1",0.894639683582365,0.999988108847249,0.0558651319578128
"4634","BAZ2B",0.453084313714114,0.999988108847249,0.745311306174404
"4635","AC008277.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4636","AC009506.1",0.999817405950563,0.999988108847249,15.8628099921535
"4637","AC009961.1",0.573408796897845,0.999988108847249,0.412967765855527
"4638","MARCH7",0.617631892438283,0.999988108847249,-0.0622246000932337
"4639","CD302",0.188565550958076,0.915609012310983,-1.58419020106186
"4640","LY75-CD302",0.0216772566512564,0.208372551897347,-Inf
"4641","LY75",0.82697858523557,0.999988108847249,0.0708110803853537
"4642","PLA2R1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4643","ITGB6",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4644","LINC02478",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4645","RBMS1",0.00000000000000000000000585859674899978,0.000000000000000000000881101424968406,-1.56991001339588
"4646","AC009313.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4647","TANK",0.79714715753529,0.999988108847249,-0.0327327992369515
"4648","AC009299.3",0.379134420604415,0.999988108847249,-1.67342721559683
"4649","LINC01806",0.0678105087579738,0.477478236977729,-0.801922093962366
"4650","PSMD14",0.756411250418719,0.999988108847249,-0.0201196301513326
"4651","TBR1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4652","AC009487.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4653","SLC4A10",0.0000000000715449900840356,0.00000000450183091451854,-Inf
"4654","DPP4",0.000220972996863365,0.00481859061690737,-1.69487131465017
"4655","AC008063.1",0.99981740040358,0.999988108847249,15.8628137567721
"4656","AC008063.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4657","GCG",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4658","AC007750.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4659","FAP",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4660","IFIH1",0.000545728483462021,0.0108043930804895,-1.27218554814642
"4661","GCA",0.468584117451962,0.999988108847249,-0.216617333482503
"4662","KCNH7",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4663","AC011900.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4664","FIGN",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4665","AC016766.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4666","GRB14",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4667","COBLL1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4668","AC019197.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4669","SLC38A11",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4670","SCN3A",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4671","SCN2A",0.999825354557507,0.999988108847249,15.8628194188964
"4672","CSRNP3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4673","GALNT3",0.154445953628667,0.806823799354565,-3.185720543005
"4674","AC009495.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4675","AC009495.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4676","AC009495.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4677","TTC21B",0.690270237995111,0.999988108847249,-0.105860920383792
"4678","AC010127.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4679","SCN1A",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4680","SCN9A",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4681","SCN7A",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4682","XIRP2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4683","XIRP2-AS1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4684","AC073050.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4685","AC016723.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4686","B3GALT1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4687","STK39",0.183400351626919,0.900172836655,0.644979673153529
"4688","CERS6",0.000320311718997039,0.00670575183003914,0.577456838340138
"4689","NOSTRIN",0.463065497693761,0.999988108847249,Inf
"4690","SPC25",0.523136381244089,0.999988108847249,Inf
"4691","G6PC2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4692","ABCB11",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4693","DHRS9",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4694","AC007556.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4695","LRP2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4696","BBS5",0.179552586365615,0.88712944041429,Inf
"4697","AC093899.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4698","KLHL41",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4699","FASTKD1",0.219669203892462,0.999988108847249,-0.248201897746758
"4700","PPIG",0.804672375672299,0.999988108847249,-0.016859219136269
"4701","CCDC173",0.999868453029692,0.999988108847249,15.8628140469028
"4702","PHOSPHO2",0.542743631633164,0.999988108847249,-0.325955669706922
"4703","KLHL23",0.00119414558319911,0.0209681961095978,-2.54284123396933
"4704","SSB",0.0000000000000000792892952630159,0.00000000000000805819510463948,-0.433275214519283
"4705","METTL5",0.153961901805125,0.805172970955915,-0.130333871579165
"4706","UBR3",0.0723638367443167,0.497425365183623,-0.619513463744935
"4707","MYO3B",0.0097756798649067,0.116385073237217,-Inf
"4708","AC012594.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4709","AC007277.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4710","LINC01124",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4711","SP5",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4712","AC007405.1",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4713","AC007405.3",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4714","ERICH2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4715","GAD1",0.99970963251997,0.999988108847249,Inf
"4716","AC007405.2",0.999988108847249,0.999988108847249,-0.00000000000283585951418763
"4717","GORASP2",0.0254778634128342,0.234810822517074,0.158118641241923
"4718","TLK1",0.00000524287565016035,0.000165258988303645,0.577631168060383
"4719","METTL8",0.0000000202298015572373,0.000000984712749820937,0.959904467804922
